uid	domainID	siteID	plotID	namedLocation	startDate	collectDate	eventID	samplingProtocolVersion	genomicsPooledIDList	genomicsSampleID	genomicsSampleCode	sampleCondition	processedBy	remarks	genomicsDataQF	publicationDate	release
8995c1bb-0261-4ee2-9807-3789240edbab	D18	TOOL	TOOL_044	TOOL_044.basePlot.bgc	2017-07-20T00:07:00Z	2017-07-20T02:33:00Z	NA	NEON.DOC.014048vF	TOOL_044-M-35-32-20170719|TOOL_044-M-35-14.5-20170719|TOOL_044-M-1.5-28.5-20170719	TOOL_044-M-20170719-COMP	NA	OK	Kjorgenson@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
ea5dc4f0-c1e0-4c29-b5ca-a79e5ac51a48	D18	TOOL	TOOL_005	TOOL_005.basePlot.bgc	2017-07-21T18:10:00Z	2017-07-21T20:05:00Z	NA	NEON.DOC.014048vJ	TOOL_005-O-31.5-6-20170721|TOOL_005-O-16.5-0-20170721|TOOL_005-O-4.5-20.5-20170721	TOOL_005-O-20170721-COMP	NA	OK	kjorgenson@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
31ec5c46-c436-41cc-b6b6-a0ee12ca5f8c	D18	TOOL	TOOL_005	TOOL_005.basePlot.bgc	2017-07-21T18:21:00Z	2017-07-21T20:06:00Z	NA	NEON.DOC.014048vJ	TOOL_005-M-31.5-6-20170721|TOOL_005-M-16.5-0-20170721|TOOL_005-M-4.5-20.5-20170721	TOOL_005-M-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
a92e55e0-7e66-4398-8a8c-45d5e64ac783	D18	TOOL	TOOL_006	TOOL_006.basePlot.bgc	2017-07-21T19:14:00Z	2017-07-21T21:05:00Z	NA	NEON.DOC.004130vA	TOOL_006-O-11.5-5.5-20170721|TOOL_006-O-39-35-20170721|TOOL_006-O-34-17.5-20170721	TOOL_006-O-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
22738949-a231-4cb8-a650-380f114ca836	D18	TOOL	TOOL_006	TOOL_006.basePlot.bgc	2017-07-21T19:28:00Z	2017-07-21T20:18:00Z	NA	NEON.DOC.004130vA	TOOL_006-M-39-35-20170721|TOOL_006-M-34-17.5-20170721	TOOL_006-M-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
98ea54e6-cb49-442a-a727-cbd198b38f14	D18	TOOL	TOOL_002	TOOL_002.basePlot.bgc	2017-07-21T23:02:00Z	2017-07-22T01:24:00Z	NA	NEON.DOC.004130vA	TOOL_002-O-9.5-21.5-20170721|TOOL_002-O-28-1.5-20170721|TOOL_002-O-3-6-20170721	TOOL_002-O-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
53e8000f-d97b-44fb-89b6-e103eca9f62c	D18	TOOL	TOOL_001	TOOL_001.basePlot.bgc	2017-07-21T23:05:00Z	2017-07-22T00:38:00Z	NA	NEON.DOC.014048vJ	TOOL_001-O-24.5-0-20170721|TOOL_001-O-6-21.5-20170721|TOOL_001-O-7-18-20170721	TOOL_001-O-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
f531681d-7d2b-4bae-90c3-795b1dc385f2	D18	TOOL	TOOL_001	TOOL_001.basePlot.bgc	2017-07-21T23:31:00Z	2017-07-22T00:29:00Z	NA	NEON.DOC.014048vJ	TOOL_001-M-24.5-0-20170721|TOOL_001-M-7-18-20170721	TOOL_001-M-20170721-COMP	NA	OK	Rtroske@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
0d7b0e0f-e9b0-49e9-8d7c-79c9987d9713	D18	TOOL	TOOL_002	TOOL_002.basePlot.bgc	2017-07-21T23:37:00Z	2017-07-22T00:29:00Z	NA	NEON.DOC.004130vA	TOOL_002-M-9.5-21.5-20170721|TOOL_002-M-3-6-20170721	TOOL_002-M-20170721-COMP	NA	OK	NA	NA	NA	20221122T181448Z	RELEASE-2023
0a60d535-30b2-4af0-8516-74336b77ed82	D18	TOOL	TOOL_003	TOOL_003.basePlot.bgc	2017-07-26T08:54:00Z	2017-07-26T19:55:00Z	NA	NEON.DOC.004130vA	TOOL_003-O-0-22.5-20170726|TOOL_003-O-5-14-20170726|TOOL_003-O-28-9.5-20170726	TOOL_003-O-20170726-COMP	NA	OK	Kjorgenson@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
4dc126c1-48fb-42ef-8959-da63f3f58edd	D18	TOOL	TOOL_004	TOOL_004.basePlot.bgc	2017-07-26T12:08:00Z	2017-07-26T22:52:00Z	NA	NEON.DOC.004130vA	TOOL_004-O-3-22.5-20170726|TOOL_004-O-34-34.5-20170726	TOOL_004-O-20170726-COMP	NA	OK	Kjorgenson@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
e94ef4f6-63be-4e9e-b8cb-9673d3c18e4a	D18	TOOL	TOOL_004	TOOL_004.basePlot.bgc	2017-07-26T22:52:00Z	2017-07-27T00:52:00Z	NA	NEON.DOC.004130vA	TOOL_004-M-34-34.5-20170726|TOOL_004-M-3-22.5-20170726|TOOL_004-M-2.5-11.5-20170726	TOOL_004-M-20170726-COMP	NA	OK	Kjorgenson@battelleecology.org	NA	NA	20221122T181448Z	RELEASE-2023
b07a1909-afba-4510-9035-49abc0a9400a	D18	TOOL	TOOL_043	TOOL_043.basePlot.bgc	2018-08-06T19:34:00Z	2018-08-06T20:20:00Z	NA	NEON.DOC.014048vF	TOOL_043-O-12-6.5-20180806|TOOL_043-O-36-4.5-20180806|TOOL_043-O-9-27.5-20180806	TOOL_043-O-20180806-COMP	B00000008608	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
b233fe8a-79a2-4c33-8523-19e91d435c79	D18	TOOL	TOOL_044	TOOL_044.basePlot.bgc	2018-08-06T19:37:00Z	2018-08-06T20:45:00Z	NA	NEON.DOC.014048vF	TOOL_044-O-7-33.5-20180806|TOOL_044-O-29-4-20180806|TOOL_044-O-2-6.5-20180806	TOOL_044-O-20180806-COMP	B00000008610	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
f1fa7d54-c52e-42e7-8e0a-33ab9b6f79b5	D18	TOOL	TOOL_041	TOOL_041.basePlot.bgc	2018-08-06T21:09:00Z	2018-08-06T21:58:00Z	NA	NEON.DOC.014048vK	TOOL_041-O-36.5-30.5-20180806|TOOL_041-O-4-21.5-20180806|TOOL_041-O-0.5-17.5-20180806	TOOL_041-O-20180806-COMP	B00000008604	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
3f19a691-7da6-4eb9-81d8-f7592548a9f6	D18	TOOL	TOOL_042	TOOL_042.basePlot.bgc	2018-08-06T22:09:00Z	2018-08-06T23:05:00Z	NA	NEON.DOC.014048vF	TOOL_042-O-13-5.5-20180806|TOOL_042-O-37-5-20180806|TOOL_042-O-8.5-27-20180806	TOOL_042-O-20180806-COMP	B00000008605	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
c7adc226-eb47-4a24-a7e8-dfbac5326be8	D18	TOOL	TOOL_001	TOOL_001.basePlot.bgc	2018-08-07T10:30:00Z	2018-08-07T11:04:00Z	NA	NEON.DOC.014048vJ	TOOL_001-O-37-16.5-20180807|TOOL_001-O-37-28-20180807|TOOL_001-O-10.5-35.5-20180807	TOOL_001-O-20180807-COMP	B00000008595	OK	Jormerod@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
70d7f1ff-5798-4ffb-bdde-bf9f1ffde308	D18	TOOL	TOOL_006	TOOL_006.basePlot.bgc	2018-08-07T18:28:00Z	2018-08-07T19:07:00Z	NA	NEON.DOC.014048vF	TOOL_006-O-7.5-23-20180807|TOOL_006-O-33-36-20180807|TOOL_006-O-30.5-3.5-20180807	TOOL_006-O-20180807-COMP	B00000008602	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
defdd500-1c5c-4b51-b331-c0329286a4ae	D18	TOOL	TOOL_005	TOOL_005.basePlot.bgc	2018-08-07T18:56:00Z	2018-08-07T19:55:00Z	NA	NEON.DOC.014048vJ	TOOL_005-O-8.5-0-20180807|TOOL_005-O-28.5-38-20180807|TOOL_005-O-35-9.5-20180807	TOOL_005-O-20180807-COMP	B00000008600	OK	jormerod@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
944a5840-f59c-440b-9fa1-d52bdeaaedbc	D18	TOOL	TOOL_002	TOOL_002.basePlot.bgc	2018-08-07T20:37:00Z	2018-08-07T21:06:00Z	NA	NEON.DOC.014048vF	TOOL_002-O-2.5-0.5-20180807|TOOL_002-O-22.5-1-20180807|TOOL_002-O-7-31-20180807	TOOL_002-O-20180807-COMP	B00000008593	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
07748b98-c737-4ad4-b338-1eb3ec455818	D18	TOOL	TOOL_004	TOOL_004.basePlot.bgc	2018-08-08T18:27:00Z	2018-08-08T18:56:00Z	NA	NEON.DOC.014048vJ	TOOL_004-O-5.5-34.5-20180808|TOOL_004-O-1-15.5-20180808|TOOL_004-O-37.5-10.5-20180808	TOOL_004-O-20180808-COMP	B00000008598	OK	Jormerod@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
b2c78934-899c-47fd-a545-f9ecebb00536	D18	TOOL	TOOL_003	TOOL_003.basePlot.bgc	2018-08-08T18:43:00Z	2018-08-08T19:17:00Z	NA	NEON.DOC.014048vK	TOOL_003-O-4-9-20180808|TOOL_003-O-21.5-30-20180808|TOOL_003-O-7-30.5-20180808	TOOL_003-O-20180808-COMP	B00000008592	OK	kring@battelleecology.org	NA	NA	20221128T172242Z	RELEASE-2023
70fa916d-ed80-46b2-9568-718d12e4562d	D18	TOOL	TOOL_044	TOOL_044.basePlot.bgc	2019-08-06T12:18:00Z	2019-08-06T12:32:00Z	NA	NEON.DOC.014048vL	TOOL_044-O-16-39.5-20190806|TOOL_044-O-34.5-10.5-20190806|TOOL_044-O-36-31-20190806	TOOL_044-O-20190806-COMP	B00000046552	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
f7992bf0-f4a8-40d2-a3e0-3d251889b6e5	D18	TOOL	TOOL_002	TOOL_002.basePlot.bgc	2019-08-06T18:34:00Z	2019-08-06T19:27:00Z	NA	NEON.DOC.014048vL	TOOL_002-O-18-1-20190806|TOOL_002-O-9.5-20.5-20190806|TOOL_002-O-35.5-26-20190806	TOOL_002-O-20190806-COMP	B00000046544	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
3e878200-14ba-47d4-b98d-624164847cb4	D18	TOOL	TOOL_042	TOOL_042.basePlot.bgc	2019-08-06T19:03:00Z	2019-08-06T19:45:00Z	NA	NEON.DOC.014048vL	TOOL_042-O-1-5-20190806|TOOL_042-O-31.5-5.5-20190806|TOOL_042-O-39.5-33.5-20190806	TOOL_042-O-20190806-COMP	B00000046550	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
4c2521c4-8e8b-4dc9-baf5-28a36cd98cdc	D18	TOOL	TOOL_041	TOOL_041.basePlot.bgc	2019-08-06T21:02:00Z	2019-08-06T21:51:00Z	NA	NEON.DOC.014048vL	TOOL_041-O-28.5-35-20190806|TOOL_041-O-17-31.5-20190806|TOOL_041-O-5-8-20190806	TOOL_041-O-20190806-COMP	B00000046549	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
006c98df-1e00-4455-8c99-c5d4b497a5f8	D18	TOOL	TOOL_006	TOOL_006.basePlot.bgc	2019-08-06T21:11:00Z	2019-08-06T21:48:00Z	NA	NEON.DOC.014048vL	TOOL_006-O-23-5-20190806|TOOL_006-O-9-23.5-20190806|TOOL_006-O-33.5-37-20190806	TOOL_006-O-20190806-COMP	B00000046548	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
31893a51-87d5-45ab-a3d7-feacf3e8eb3a	D18	TOOL	TOOL_043	TOOL_043.basePlot.bgc	2019-08-06T22:45:00Z	2019-08-06T23:33:00Z	NA	NEON.DOC.014048vL	TOOL_043-O-34.5-32.5-20190806|TOOL_043-O-5.5-1-20190806|TOOL_043-O-30-12.5-20190806	TOOL_043-O-20190806-COMP	B00000046551	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
57383849-ad34-431a-a81b-1b872a787049	D18	TOOL	TOOL_003	TOOL_003.basePlot.bgc	2019-08-07T18:45:00Z	2019-08-07T19:29:00Z	NA	NEON.DOC.014048vL	TOOL_003-O-27-35.5-20190807|TOOL_003-O-17.5-36.5-20190807|TOOL_003-O-36-8.5-20190807	TOOL_003-O-20190807-COMP	B00000046545	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
528a183f-d653-4f3a-be18-b8f9a6376895	D18	TOOL	TOOL_004	TOOL_004.basePlot.bgc	2019-08-07T19:20:00Z	2019-08-07T19:56:00Z	NA	NEON.DOC.014048vL	TOOL_004-O-31-26.5-20190807|TOOL_004-O-15.5-35-20190807|TOOL_004-O-32-1-20190807	TOOL_004-O-20190807-COMP	B00000046546	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
bed853ac-2304-4ba8-9a44-21d872153035	D18	TOOL	TOOL_001	TOOL_001.basePlot.bgc	2019-08-07T22:55:00Z	2019-08-07T23:35:00Z	NA	NEON.DOC.014048vL	TOOL_001-O-5-1-20190807|TOOL_001-O-35.5-10.5-20190807|TOOL_001-O-33-28-20190807	TOOL_001-O-20190807-COMP	B00000046543	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
adbc87fd-19ac-4f10-a261-7922916b245a	D18	TOOL	TOOL_005	TOOL_005.basePlot.bgc	2019-08-07T23:43:00Z	2019-08-08T00:16:00Z	NA	NEON.DOC.014048vL	TOOL_005-O-35.5-22.5-20190807|TOOL_005-O-9-32.5-20190807|TOOL_005-O-38.5-18-20190807	TOOL_005-O-20190807-COMP	B00000046547	OK	NA	NA	NA	20221128T174854Z	RELEASE-2023
c8193898-3eaa-4bc0-bba2-6b6f3c3e054e	D19	BONA	BONA_084	BONA_084.basePlot.bgc	2017-08-22T17:59:00Z	2017-08-22T19:53:00Z	NA	NEON.DOC.014048vJ	BONA_084-O-3.5-38-20170822|BONA_084-O-38.5-37.5-20170822|BONA_084-O-36.5-18.5-20170822	BONA_084-O-20170822-COMP	NA	OK	jormerod@battelleecology.org	NA	NA	20221122T172229Z	RELEASE-2023
425c1d3b-569e-459b-9573-51f245de098d	D19	BONA	BONA_001	BONA_001.basePlot.bgc	2017-08-22T21:50:00Z	2017-08-22T22:36:00Z	NA	NEON.DOC.014048vJ	BONA_001-O-29-2.5-20170822|BONA_001-O-0-28.5-20170822|BONA_001-O-30-24-20170822	BONA_001-O-20170822-COMP	NA	OK	jormerod@battelleecology.org	NA	NA	20221122T172229Z	RELEASE-2023
673845a9-fe06-4621-bc9c-bde039a31726	D19	BONA	BONA_002	BONA_002.basePlot.bgc	2017-08-23T18:27:00Z	2017-08-23T19:29:00Z	NA	NEON.DOC.014048vJ	BONA_002-O-17-3.5-20170823|BONA_002-O-8.5-29-20170823|BONA_002-O-30-0.5-20170823	BONA_002-O-20170823-COMP	NA	OK	jormerod@battelleecology.org	NA	NA	20221122T172229Z	RELEASE-2023
d9024763-cbb1-4590-a51b-05b90ada262a	D19	BONA	BONA_009	BONA_009.basePlot.bgc	2017-08-23T21:03:00Z	2017-08-23T21:50:00Z	NA	NEON.DOC.014048vJ	BONA_009-O-6.5-4.5-20170823|BONA_009-O-1-37.5-20170823	BONA_009-O-20170823-COMP	NA	OK	jormerod@battelleecology.org	NA	NA	20221122T172229Z	RELEASE-2023
fca7bce4-9a04-46cf-8849-541d38b47de4	D19	BONA	BONA_071	BONA_071.basePlot.bgc	2018-09-18T18:33:00Z	2018-09-18T19:18:00Z	NA	NEON.DOC.014048vK	BONA_071-O-6.5-25-20180918|BONA_071-O-17-7-20180918|BONA_071-O-24-9.5-20180918	BONA_071-O-20180918-COMP	B00000008080	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
4070b867-ea9f-4ec6-8b10-94175f899357	D19	BONA	BONA_080	BONA_080.basePlot.bgc	2018-09-18T18:34:00Z	2018-09-18T19:23:00Z	NA	NEON.DOC.014048vK	BONA_080-O-14.5-4.5-20180918|BONA_080-O-30.5-6-20180918|BONA_080-O-16.5-3.5-20180918	BONA_080-O-20180918-COMP	B00000008081	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
2907ae17-5bfc-4de2-8943-c3361ed19ec5	D19	BONA	BONA_070	BONA_070.basePlot.bgc	2018-09-18T20:10:00Z	2018-09-18T20:45:00Z	NA	NEON.DOC.014048vK	BONA_070-O-33.5-1.5-20180918|BONA_070-O-1-16.5-20180918|BONA_070-O-22.5-37.5-20180918	BONA_070-O-20180918-COMP	B00000008079	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
ff3c577f-4e92-4e88-a774-fe51701f08ff	D19	BONA	BONA_084	BONA_084.basePlot.bgc	2018-09-18T20:14:00Z	2018-09-18T21:02:00Z	NA	NEON.DOC.014048vK	BONA_084-O-19.5-34-20180918|BONA_084-O-1.5-11-20180918|BONA_084-O-21.5-38.5-20180918	BONA_084-O-20180918-COMP	B00000008082	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
113efe93-4d72-4e70-a832-e65e7b359058	D19	BONA	BONA_013	BONA_013.basePlot.bgc	2018-09-19T19:18:00Z	2018-09-19T19:57:00Z	NA	NEON.DOC.014048vK	BONA_013-O-3-39.5-20180919|BONA_013-O-34-38-20180919|BONA_013-O-1.5-4-20180919	BONA_013-O-20180919-COMP	B00000008078	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
6df5ce41-fe9e-4d55-9d29-f69121576087	D19	BONA	BONA_009	BONA_009.basePlot.bgc	2018-09-19T19:29:00Z	2018-09-19T20:21:00Z	NA	NEON.DOC.014048vK	BONA_009-O-13-5.5-20180919|BONA_009-O-29.5-34.5-20180919|BONA_009-O-31.5-11-20180919	BONA_009-O-20180919-COMP	B00000008076	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
a0aea939-7d31-46a0-9ecb-2efe2883f501	D19	BONA	BONA_004	BONA_004.basePlot.bgc	2018-09-19T21:34:00Z	2018-09-19T22:09:00Z	NA	NEON.DOC.014048vK	BONA_004-O-10.5-32-20180919|BONA_004-O-17.5-5.5-20180919|BONA_004-O-36-36-20180919	BONA_004-O-20180919-COMP	B00000008075	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
5c60f345-37b8-443a-ab39-994fe9e0f5c3	D19	BONA	BONA_001	BONA_001.basePlot.bgc	2018-09-20T18:14:00Z	2018-09-20T18:53:00Z	NA	NEON.DOC.014048vK	BONA_001-O-5.5-19-20180920|BONA_001-O-28-37.5-20180920|BONA_001-O-26-4.5-20180920	BONA_001-O-20180920-COMP	B00000008073	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
30d31791-5867-43b2-983b-3657e47d8c3c	D19	BONA	BONA_002	BONA_002.basePlot.bgc	2018-09-20T20:07:00Z	2018-09-20T20:48:00Z	NA	NEON.DOC.014048vK	BONA_002-O-18.5-36-20180920|BONA_002-O-38-17.5-20180920|BONA_002-O-6-8.5-20180920	BONA_002-O-20180920-COMP	B00000008074	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
87e05e36-8200-4c26-b70d-c1ca8cfe3327	D19	BONA	BONA_006	BONA_006.basePlot.bgc	2018-09-28T19:37:00Z	2018-09-28T20:15:00Z	NA	NEON.DOC.014048vK	BONA_006-O-8.5-23-20180928|BONA_006-O-27.5-37.5-20180928|BONA_006-O-10-8.5-20180928	BONA_006-O-20180928-COMP	B00000008241	OK	kring@battelleecology.org	NA	NA	20221128T192934Z	RELEASE-2023
205f4b8c-f351-4bc2-9600-874c75d83e77	D19	BONA	BONA_071	BONA_071.basePlot.bgc	2019-08-26T18:43:00Z	2019-08-26T20:22:00Z	NA	NEON.DOC.014048vL	BONA_071-M-6.5-19-20190826|BONA_071-M-39-31.5-20190826|BONA_071-M-37-8.5-20190826	BONA_071-M-20190826-COMP	B00000046585	OK	NA	NA	NA	20221128T182103Z	RELEASE-2023
